"skuId","retailPrice","productName","armSkuName","skuName"
"DZH318Z08NRP/001B","7.2","Virtual Machines Lsv3 Series Windows","Standard_L48s_v3","Standard_L48s_v3"
"DZH318Z0BQPS/00TG","0.172725","Virtual Machines FS Series Windows","Standard_F16s","F16s Spot"
"DZH318Z08M9K/0088","0.0756","Virtual Machines Dlsv5 Series Windows","Standard_D2ls_v5","D2ls v5 Spot"
"DZH318Z08MC6/0076","0.02837","Virtual Machines Ddsv5 Series","Standard_D4ds_v5","Standard_D4ds_v5 Spot"
"DZH318Z0K9JF/020X","0.382","Virtual Machines Basv2 Series Windows","Standard_B8as_v2","B8as v2"
"DZH318Z0BQ4C/04LP","0.15939","Virtual Machines DSv2 Series","Standard_DS14-4_v2","DS14-4 v2 Spot"
"DZH318Z093WZ/011X","0.219","Virtual Machines Easv5 Series","Standard_E16-4as_v5","E16-4as v5 Low Priority"
"DZH318Z0D1L7/00WP","2.432","Virtual Machines Ev4 Series","Standard_E32_v4","E32 v4"
"DZH318Z0BQ4R/02CR","1.28","Virtual Machines ESv3 Series","Standard_E16-4s_v3","E16-4s v3"
"DZH318Z0BQ4R/01N9","1.28","Virtual Machines ESv3 Series","Standard_E16-8s_v3","E16-8s v3"
"DZH318Z0BQ4L/00LK","1.28","Virtual Machines Ev3 Series","Standard_E16_v3","E16 v3"
"DZH318Z0BQ4R/00DW","1.28","Virtual Machines ESv3 Series","Standard_E16s_v3","E16s v3"
"DZH318Z09LQP/0044","1.043078","Virtual Machines Ebdsv5 Series","Standard_E64bds_v5","Standard_E64bds_v5 Spot"
"DZH318Z0CM92/017Q","0.39","Virtual Machines Easv4 Series Windows","Standard_E8-4as_v4","E8-4as_v4 Low Priority"
"DZH318Z0BPVM/00G1","0.0533","Virtual Machines Dv2 Series Windows","Standard_D1_v2","D1 v2 Low Priority"
"DZH318Z0BQPW/00MD","0.0533","Virtual Machines DSv2 Series Windows","Standard_DS1_v2","DS1 v2 Low Priority"
"DZH318Z0CSHB/009W","0.424424","Virtual Machines Edsv4 Series Windows","Standard_E32ds_v4","E32ds v4 Spot"
"DZH318Z08NR0/002K","0.368","DCsv3 Series Linux","Standard_DC16s_v3","standard_DC16s_v3 Low Priority"
"DZH318Z0BPVT/00B3","0.206","Virtual Machines F Series Windows","Standard_F2","F2"
"DZH318Z0BQPS/007F","0.206","Virtual Machines FS Series Windows","Standard_F2s","F2s"
"DZH318Z093WX/0162","0.533012","Virtual Machines Eadsv5 Series Windows","Standard_E32-16ads_v5","E32-16ads v5 Spot"
"DZH318Z0BPW1/0158","0.041843","Virtual Machines Av2 Series Windows","Standard_A4m_v2","A4m v2 Spot"
"DZH318Z09LR4/007D","0.864","Virtual Machines Ebsv5 Series Windows","Standard_E16bs_v5","Standard_E16bs_v5 Low Priority"
"DZH318Z092S8/004J","1.709","Virtual Machines Epsv5 Series Windows","Standard_E16ps_v5","Standard_E16ps_v5"
"DZH318Z096SR/02DS","0.760973","Virtual Machines Esv5 Series","Standard_E96-24s_v5","E96-24s v5 Spot"
"DZH318Z09B62/0027","3.327983","ECadsv5-series Linux","Standard_EC96iads_v5","Standard_EC96iads_v5 Spot"
"DZH318Z0K9JF/022L","0.0524","Virtual Machines Basv2 Series Windows","Standard_B2als_v2","B2als v2"
"DZH318Z08M9K/008N","0.605","Virtual Machines Dlsv5 Series Windows","Standard_D16ls_v5","D16ls v5 Low Priority"
"DZH318Z092S8/004W","0.342","Virtual Machines Epsv5 Series Windows","Standard_E8ps_v5","Standard_E8ps_v5 Low Priority"
"DZH318Z09LR5/00ZV","1.796067","Virtual Machines Ebsv5 Series","Standard_E112ibs_v5","Standard_E112ibs_v5 Spot"
"DZH318Z0K7B3/017K","0","Virtual Machines Msv3 Medium Memory Series Windows","Standard_M176s_3_v3","Standard_M176s_3_v3 Spot"
"DZH318Z0CM93/0004","0.331","Virtual Machines Dasv4 Series Windows","Standard_D8as_v4","D8as v4 Low Priority"
"DZH318Z0CM94/0007","0.331","Virtual Machines Dav4 Series Windows","Standard_D8a_v4","D8a v4 Low Priority"
"DZH318Z0CM92/017W","0.099357","Virtual Machines Easv4 Series Windows","Standard_E8-2as_v4","E8-2as_v4 Spot"
"DZH318Z08M9H/00K3","0.488","Virtual Machines Ev5 Series Windows","Standard_E4_v5","Standard_E4_v5"
"DZH318Z0CSHK/03NR","1.384","Virtual Machines Edsv4 Series","Standard_E80ids_v4","E80ids v4 Low Priority"
"DZH318Z08MC6/006M","0.340435","Virtual Machines Ddsv5 Series","Standard_D48ds_v5","Standard_D48ds_v5 Spot"
"DZH318Z0K9JF/0218","0.1372","Virtual Machines Basv2 Series Windows","Standard_B8als_v2","B8als v2 Spot"
"DZH318Z0BPW5/021X","1.9036","Virtual Machines MS Series Windows","Standard_M64ms","M64ms Spot"
"DZH318Z093X0/0163","5.056","Virtual Machines Eadsv5 Series","Standard_E64ads_v5","E64ads v5"
"DZH318Z0CM94/003L","0.168581","Virtual Machines Dav4 Series Windows","Standard_D16a_v4","D16a v4 Spot"
"DZH318Z093WX/017B","0.8","Virtual Machines Eadsv5 Series Windows","Standard_E16ads_v5","E16ads v5 Low Priority"
"DZH318Z0BPRB/00PX","0.006214","Virtual Machines A Series Basic","Basic_A0","A0 Spot"
"DZH318Z0BPW4/00GP","0.23478","Virtual Machines DS Series Windows","Standard_DS14","DS14 Spot"
"DZH318Z0BPVN/00VT","5.855","Virtual Machines ESv3 Series Windows","Standard_E48s_v3","E48s v3"
"DZH318Z0BPWH/00VW","5.855","Virtual Machines Ev3 Series Windows","Standard_E48_v3","E48 v3"
"DZH318Z0BQPS/00T0","0.08631","Virtual Machines FS Series Windows","Standard_F8s","F8s Spot"
"DZH318Z0BQ4C/05GL","0.039795","Virtual Machines DSv2 Series","Standard_DS12_v2","DS12 v2 Spot"
"DZH318Z09B5Z/002J","0.8518","DCadsv5-series Linux","Standard_DC32ads_v5","Standard_DC32ads_v5 Spot"
"DZH318Z096SN/0377","0.866107","Virtual Machines Edsv5 Series","Standard_E96-24ds_v5","E96-24ds v5 Spot"
"DZH318Z0CM29/0049","0.0304","Virtual Machines Eav4 Series","Standard_E4a_v4","E4a v4 Spot"
"DZH318Z096T1/05DW","1.952","Virtual Machines Esv5 Series Windows","Standard_E16-8s_v5","E16-8s v5"
"DZH318Z096T1/05DP","1.952","Virtual Machines Esv5 Series Windows","Standard_E16s_v5","E16s v5"
"DZH318Z096T1/05D2","1.952","Virtual Machines Esv5 Series Windows","Standard_E16-4s_v5","E16-4s v5"
"DZH318Z0BQ4B/00ZD","0.01764","Virtual Machines D Series","Standard_D2","D2 Spot"
"DZH318Z08M9J/00K7","0.973","Virtual Machines Ev5 Series","Standard_E64_v5","Standard_E64_v5 Low Priority"
"DZH318Z09JCN/00KH","0.832","Virtual Machines NVadsA10v5 Series","Standard_NV18ads_A10_v5","Standard_NV18ads_A10_v5 Spot"
"DZH318Z0CF0K/0033","0.184","Virtual Machines DCSv2 Series","Standard_DC8_v2","DC8 v2 Low Priority"
"DZH318Z0K801/005P","0.1384","Virtual Machines ECedsv5 Series","Standard_EC4eds_v5","EC4edsv5 Spot"
"DZH318Z09B62/005Z","0.296","ECadsv5-series Linux","Standard_EC4ads_v5","Standard_EC4ads_v5"
"DZH318Z08MC6/006T","0.014185","Virtual Machines Ddsv5 Series","Standard_D2ds_v5","Standard_D2ds_v5 Spot"
"DZH318Z0CSHL/0008","0.015246","Virtual Machines Esv4 Series","Standard_E2s_v4","E2s v4 Spot"
"DZH318Z0CSHC/00CM","0.781","Virtual Machines Esv4 Series Windows","Standard_E16s_v4","E16s v4 Low Priority"
"DZH318Z0CF0K/004J","0.023","Virtual Machines DCSv2 Series","Standard_DC1s_v2","DC1s v2 Low Priority"
"DZH318Z0DF49/0022","0.94","Virtual Machines NCasT4 v3 Series","Standard_NC8as_T4_v3","NC8as T4 v3"
"DZH318Z0CSHC/005L","0.781581","Virtual Machines Esv4 Series Windows","Standard_E64-16s_v4","E64-16s v4 Spot"
"DZH318Z09LQP/006Q","0.199","Virtual Machines Ebdsv5 Series","Standard_E2bds_v5","Standard_E2bds_v5"
"DZH318Z0CM29/002S","2.432","Virtual Machines Eav4 Series","Standard_E32a_v4","E32a v4"
"DZH318Z0CM2D/000H","2.432","Virtual Machines Easv4 Series","Standard_E32as_v4","E32as v4"
"DZH318Z09B5X/000Z","0.09242","DCadsv5-series Windows","Standard_DC2ads_v5","Standard_DC2ads_v5 Spot"
"DZH318Z08M9J/00JQ","0.760973","Virtual Machines Ev5 Series","Standard_E96_v5","Standard_E96_v5 Spot"
"DZH318Z0K9JF/0214","0.306","Virtual Machines Basv2 Series Windows","Standard_B16as_v2","B16as v2 Spot"
"DZH318Z092SC/006C","0.4824","Virtual Machines Dpdsv5 Series Windows","Standard_D48pds_v5","Standard_D48pds_v5 Spot"
"DZH318Z0BQ4S/00B9","0.672","Virtual Machines DS Series","Standard_DS4","DS4"
"DZH318Z0BQ4B/00F8","0.672","Virtual Machines D Series","Standard_D4","D4"
"DZH318Z092SG/00NF","0.368","Virtual Machines Epdsv5 Series Windows","Standard_E8pds_v5","Standard_E8pds_v5 Low Priority"
"DZH318Z08W2R/001N","0.4","Virtual Machines Dadsv5 Series","Standard_D64ads_v5","Standard_D64ads_v5 Spot"
"DZH318Z093X0/014K","1.011","Virtual Machines Eadsv5 Series","Standard_E64-32ads_v5","E64-32ads v5 Low Priority"
"DZH318Z0CGPD/000D","1.165","Virtual Machines NVasv4 Series","Standard_NV16as_v4","NV16as v4"
"DZH318Z09B62/0022","4.736","ECadsv5-series Linux","Standard_EC64ads_v5","Standard_EC64ads_v5"
"DZH318Z092SF/003X","0.0436","Virtual Machines Dpdsv5 Series","Standard_D8pds_v5","Standard_D8pds_v5 Spot"
"DZH318Z08M9B/00GK","2.1312","Virtual Machines Dldsv5 Series","Standard_D96lds_v5","D96lds v5 Spot"
"DZH318Z08NR7/0070","0.166","Virtual Machines Lsv3 Series","Standard_L8s_v3","Standard_L8s_v3 Low Priority"
"DZH318Z0BQ4B/00Z4","0.07056","Virtual Machines D Series","Standard_D4","D4 Spot"
"DZH318Z092SB/009M","1.178","Virtual Machines Dpsv5 Series Windows","Standard_D32ps_v5","Standard_D32ps_v5 Low Priority"
"DZH318Z0BXNZ/00DT","0.362497","Virtual Machines HBS Series","Standard_HB60-15rs","HB60-15rs Spot"
"DZH318Z096SL/05BZ","3.392","Virtual Machines Edsv5 Series Windows","Standard_E64-16ds_v5","E64-16ds v5 Low Priority"
"DZH318Z096SL/05CR","3.392","Virtual Machines Edsv5 Series Windows","Standard_E64-32ds_v5","E64-32ds v5 Low Priority"
"DZH318Z096SL/05CS","3.392","Virtual Machines Edsv5 Series Windows","Standard_E64ds_v5","E64ds v5 Low Priority"
"DZH318Z0CHCB/000Q","1.716","Virtual Machines NP Series","Standard_NP40s","NP40s Low Priority"
"DZH318Z0BQ4C/05GB","0.079695","Virtual Machines DSv2 Series","Standard_DS13_v2","DS13 v2 Spot"
"DZH318Z08LV1/008T","22.445","Virtual Machines MdSv2 Series","Standard_M192ids_v2","M192ids_v2"
"DZH318Z0BQ4C/018G","0.544","Virtual Machines DSv2 Series","Standard_DS4_v2","DS4 v2"
"DZH318Z0BQ34/01BH","0.544","Virtual Machines Dv2 Series","Standard_D4_v2","D4 v2"
"DZH318Z0CM29/003Z","7.296","Virtual Machines Eav4 Series","Standard_E96a_v4","E96a v4"
"DZH318Z0CM2D/003K","7.296","Virtual Machines Easv4 Series","Standard_E96as_v4","E96as v4"
"DZH318Z0BQPS/00C7","0.411","Virtual Machines FS Series Windows","Standard_F4s","F4s"
"DZH318Z0BPVT/0056","0.411","Virtual Machines F Series Windows","Standard_F4","F4"
"DZH318Z092QJ/00LF","0.181","Virtual Machines Dpldsv5 Series Windows","Standard_D2plds_v5","Standard_D2plds_v5"
"DZH318Z0BDLC/003S","1.37","Virtual Machines ECasccv5 Series","Standard_EC20as_cc_v5","Standard_EC20as_cc_v5"
"DZH318Z09LQP/003S","1.274","Virtual Machines Ebdsv5 Series","Standard_E64bds_v5","Standard_E64bds_v5 Low Priority"
"DZH318Z0K7CZ/0181","0","Virtual Machines Mdsv3 Medium Memory Series Linux","Standard_M176ds_3_v3","Standard_M176ds_3_v3 Spot"
"DZH318Z08M9J/00JZ","0.063414","Virtual Machines Ev5 Series","Standard_E8_v5","Standard_E8_v5 Spot"
"DZH318Z0BPW1/00HX","0.052","Virtual Machines Av2 Series Windows","Standard_A2_v2","A2 v2 Low Priority"
"DZH318Z08KCJ/001N","0.743184","Virtual Machines HBrsv3 Series","Standard_HB120-32rs_v3","HB120-32rs_v3 Spot"
"DZH318Z0BDCH/0002","0.1264","Virtual Machines ECadsccv5 Series","Standard_EC4ads_cc_v5","Standard_EC4ads_cc_v5 Spot"
"DZH318Z0BQPK/0016","4.448","Virtual Machines LS Series Windows","Standard_L32s","L32s"
"DZH318Z093X0/0165","1.517","Virtual Machines Eadsv5 Series","Standard_E96ads_v5","E96ads v5 Low Priority"
"DZH318Z092QJ/00KK","0.29","Virtual Machines Dpldsv5 Series Windows","Standard_D8plds_v5","Standard_D8plds_v5 Low Priority"
"DZH318Z096SL/086J","0.562648","Virtual Machines Edsv5 Series Windows","Standard_E32ds_v5","E32ds v5 Spot"
"DZH318Z092S8/0043","3.418","Virtual Machines Epsv5 Series Windows","Standard_E32ps_v5","Standard_E32ps_v5"
"DZH318Z0BPRT/0186","0.165696","Virtual Machines A Series","Standard_A4","A4 Spot"
"DZH318Z0D1L2/000R","0.87","Virtual Machines Ddv4 Series","Standard_D64d_v4","D64d v4 Low Priority"
"DZH318Z0BQ4J/005L","1.032","Virtual Machines H Series","Standard_H8","H8"
"DZH318Z0BXNG/00DM","0.947894","Virtual Machines HBS Series Windows","Standard_HB60-30rs","HB60-30rs Spot"
"DZH318Z0CM2D/021L","1.459","Virtual Machines Easv4 Series","Standard_E96-48as_v4","E96-48as_v4 Low Priority"
"DZH318Z08M9W/0092","0.115","Virtual Machines Dsv5 Series","Standard_D2s_v5","Standard_D2s_v5"
"DZH318Z0CGPM/000R","0.193902","Virtual Machines NVasv4 Series Windows","Standard_NV16as_v4","NV16as v4 Spot"
"DZH318Z08M9K/008T","3.024","Virtual Machines Dlsv5 Series Windows","Standard_D32ls_v5","D32ls v5"
"DZH318Z0K9KD/00DK","0.1684","Virtual Machines Bsv2 Series Windows","Standard_B8s_v2","B8s v2 Spot"
"DZH318Z0BQPW/01P3","0.055965","Virtual Machines DSv2 Series Windows","Standard_DS3_v2","DS3 v2 Spot"
"DZH318Z08MC2/001T","1.088","Virtual Machines Ddv5 Series","Standard_D16d_v5","Standard_D16d_v5"
"DZH318Z0K9JH/0068","1.224","Virtual Machines Basv2 Series","Standard_B32als_v2","B32als v2"
"DZH318Z0CM2B/000G","0.736","Virtual Machines Dav4 Series","Standard_D64a_v4","D64a v4 Low Priority"
"DZH318Z0CM2C/0017","0.736","Virtual Machines Dasv4 Series","Standard_D64as_v4","D64as v4 Low Priority"
"DZH318Z0K802/000K","8.48","Virtual Machines ECedsv5 Series Windows","Standard_EC64eds_v5","EC64edsv5"
"DZH318Z0BPVN/02GV","0.10705","Virtual Machines ESv3 Series Windows","Standard_E8-4s_v3","E8-4s v3 Spot"
"DZH318Z0CM92/016X","0.195","Virtual Machines Easv4 Series Windows","Standard_E4-2as_v4","E4-2as_v4 Low Priority"
"DZH318Z0D1L5/019F","0.138815","Virtual Machines Edv4 Series","Standard_E16d_v4","E16d v4 Spot"
"DZH318Z09B68/002P","3.080961","ECasv5-series Linux","Standard_EC96ias_v5","Standard_EC96ias_v5 Spot"
"DZH318Z0DS6T/001Q","9.419105","Virtual Machines NDasr A100 v4 Series","Standard_ND96asr_A100_v4","ND96asr A100 v4 Spot"
"DZH318Z08M9X/00N5","0.023989","Virtual Machines Dv5 Series","Standard_D4_v5","Standard_D4_v5 Spot"
"DZH318Z0CM2D/000L","1.52","Virtual Machines Easv4 Series","Standard_E20as_v4","E20as v4"
"DZH318Z0CM29/0033","1.52","Virtual Machines Eav4 Series","Standard_E20a_v4","E20a v4"
"DZH318Z093WX/0161","4","Virtual Machines Eadsv5 Series Windows","Standard_E32-16ads_v5","E32-16ads v5"
"DZH318Z092SF/0038","0.349","Virtual Machines Dpdsv5 Series","Standard_D32pds_v5","Standard_D32pds_v5 Low Priority"
"DZH318Z0CSHC/00D1","0.097698","Virtual Machines Esv4 Series Windows","Standard_E8-2s_v4","E8-2s v4 Spot"
"DZH318Z09LR5/007N","0.356","Virtual Machines Ebsv5 Series","Standard_E4bs_v5","Standard_E4bs_v5"
"DZH318Z0BQ4R/00L2","0.512","Virtual Machines ESv3 Series","Standard_E32s_v3","E32s v3 Low Priority"
"DZH318Z0BQ4R/01J7","0.512","Virtual Machines ESv3 Series","Standard_E32-16s_v3","E32-16s v3 Low Priority"
"DZH318Z0BQ4L/00N9","0.512","Virtual Machines Ev3 Series","Standard_E32_v3","E32 v3 Low Priority"
"DZH318Z0BQ4R/027L","0.512","Virtual Machines ESv3 Series","Standard_E32-8s_v3","E32-8s v3 Low Priority"
"DZH318Z0K803/002X","7.296","Virtual Machines DCedsv5 Series Windows","Standard_DC64eds_v5","DC64edsv5"
"DZH318Z08M99/00GC","1.624","Virtual Machines Dldsv5 Series Windows","Standard_D16lds_v5","D16lds v5"
"DZH318Z0BQP2/0021","1.387","Virtual Machines NC Series Windows","Standard_NC6","NC6"
"DZH318Z0CGPN/002L","2.29194","Virtual Machines HBSv2 Series Windows","Standard_HB120-32rs_v2","Standard_HB120-32rs_v2 Spot"
"DZH318Z0K7X6/0031","1.9456","Virtual Machines ECesv5 Series","Standard_EC64es_v5","EC64esv5 Spot"
"DZH318Z0D1L5/019P","0.0692","Virtual Machines Edv4 Series","Standard_E4d_v4","E4d v4 Low Priority"
"DZH318Z09TGJ/001C","1.91","NCads A100 v4 Series Linux","Standard_NC48ads_A100_v4","Standard_NC48ads_A100_v4 Low Priority"
"DZH318Z0K7X5/008J","0.781","Virtual Machines ECesv5 Series Windows","Standard_EC16es_v5","EC16esv5 Low Priority"
"DZH318Z09B66/002T","10.992","ECasv5-series Windows","Standard_EC96as_v5","Standard_EC96as_v5"
"DZH318Z0K1LH/003H","17.456","Virtual Machines HBrsv4 series Windows","Standard_HB176-48rs_v4","HB176-48rsv4"
"DZH318Z0CGR8/00G4","0.936","Virtual Machines HBSv2 Series","Standard_HB120-96rs_v2","Standard_HB120-96rs_v2 Low Priority"
"DZH318Z0CGR8/00FV","0.936","Virtual Machines HBSv2 Series","Standard_HB120-64rs_v2","Standard_HB120-64rs_v2 Low Priority"
"DZH318Z0CGR8/0001","0.936","Virtual Machines HBSv2 Series","Standard_HB120rs_v2","HB120rs v2 Low Priority"
"DZH318Z0CGR8/00F4","0.936","Virtual Machines HBSv2 Series","Standard_HB120-16rs_v2","Standard_HB120-16rs_v2 Low Priority"
"DZH318Z0CGR8/00FM","0.936","Virtual Machines HBSv2 Series","Standard_HB120-32rs_v2","Standard_HB120-32rs_v2 Low Priority"
"DZH318Z092SD/003D","1.472","Virtual Machines Dpsv5 Series","Standard_D32ps_v5","Standard_D32ps_v5"
"DZH318Z08MC6/006S","0.87","Virtual Machines Ddsv5 Series","Standard_D64ds_v5","Standard_D64ds_v5 Low Priority"
"DZH318Z0K804/0048","0.109","Virtual Machines DCedsv5 Series","Standard_DC8eds_v5","DC8edsv5 Low Priority"
"DZH318Z08NRF/003J","0.109","DCdsv3 Series Linux","Standard_DC4ds_v3","standard_DC4ds_v3 Low Priority"
"DZH318Z0CM95/0056","0.794854","Virtual Machines Eav4 Series Windows","Standard_E64a_v4","E64a v4 Spot"
"DZH318Z08M9Q/00KF","0.843972","Virtual Machines Edv5 Series Windows","Standard_E48d_v5","Standard_E48d_v5 Spot"
"DZH318Z0CSHL/00BG","0.243","Virtual Machines Esv4 Series","Standard_E16s_v4","E16s v4 Low Priority"
"DZH318Z0BPVW/00H7","0.11739","Virtual Machines D Series Windows","Standard_D13","D13 Spot"
"DZH318Z0BDL4/0016","3.136","Virtual Machines DCasccv5 Series Windows","Standard_DC32as_cc_v5","Standard_DC32as_cc_v5"
"DZH318Z092SD/00CG","0.0368","Virtual Machines Dpsv5 Series","Standard_D4ps_v5","Standard_D4ps_v5 Low Priority"
"DZH318Z09JCM/00J9","1.1632","Virtual Machines NVadsA10v5 Series Windows","Standard_NV18ads_A10_v5","Standard_NV18ads_A10_v5 Spot"
"DZH318Z09LR4/007P","0.176904","Virtual Machines Ebsv5 Series Windows","Standard_E8bs_v5","Standard_E8bs_v5 Spot"
"DZH318Z08NR9/006K","0.893","Lasv3 Series Linux","Standard_L48as_v3","Standard_L48as_v3 Low Priority"
"DZH318Z08Q74/002B","0.634","Virtual Machines FX Series Windows","Standard_FX4mds","Standard_FX4mds"
"DZH318Z0D1L7/00X1","0.486","Virtual Machines Ev4 Series","Standard_E32_v4","E32 v4 Low Priority"
"DZH318Z0BPW5/004V","2.511","Virtual Machines MS Series Windows","Standard_M32s","M32s Low Priority"
"DZH318Z0BQ51/00KG","0.011","Virtual Machines F Series","Standard_F1","F1 Low Priority"
"DZH318Z0BQ4P/00PN","0.011","Virtual Machines FS Series","Standard_F1s","F1s Low Priority"
"DZH318Z0BQ4P/00FH","0.114","Virtual Machines FS Series","Standard_F2s","F2s"
"DZH318Z0BQ51/00K6","0.114","Virtual Machines F Series","Standard_F2","F2"
"DZH318Z0K7X5/008R","0.3904","Virtual Machines ECesv5 Series Windows","Standard_EC8es_v5","EC8esv5 Spot"
"DZH318Z0BPW8/002H","0.914","Virtual Machines H Series Windows","Standard_H8m","H8m Low Priority"
"DZH318Z096SN/01M6","0.277","Virtual Machines Edsv5 Series","Standard_E16-4ds_v5","E16-4ds v5 Low Priority"
"DZH318Z096SN/01M4","0.277","Virtual Machines Edsv5 Series","Standard_E16-8ds_v5","E16-8ds v5 Low Priority"
"DZH318Z096SN/01M1","0.277","Virtual Machines Edsv5 Series","Standard_E16ds_v5","E16ds v5 Low Priority"
"DZH318Z09LQN/002M","1.143979","Virtual Machines Ebdsv5 Series Windows","Standard_E48bds_v5","Standard_E48bds_v5 Spot"
"DZH318Z08NR0/002N","0.92","DCsv3 Series Linux","Standard_DC8s_v3","standard_DC8s_v3"
"DZH318Z096SL/05D3","4.24","Virtual Machines Edsv5 Series Windows","Standard_E32ds_v5","E32ds v5"
"DZH318Z096SL/05DQ","4.24","Virtual Machines Edsv5 Series Windows","Standard_E32-16ds_v5","E32-16ds v5"
"DZH318Z096SL/05BQ","4.24","Virtual Machines Edsv5 Series Windows","Standard_E32-8ds_v5","E32-8ds v5"
"DZH318Z0BQ35/00MK","0.192","Virtual Machines BS Series","Standard_B4ms","B4ms"
"DZH318Z09LQN/0073","0.047666","Virtual Machines Ebdsv5 Series Windows","Standard_E2bds_v5","Standard_E2bds_v5 Spot"
"DZH318Z0BPVL/014F","0.36023","Virtual Machines Dv3 Series Windows","Standard_D32_v3","D32 v3 Spot"
"DZH318Z092S9/008X","0.1216","Virtual Machines Epsv5 Series","Standard_E20ps_v5","Standard_E20ps_v5 Spot"
"DZH318Z0K7X6/002L","2.9184","Virtual Machines ECesv5 Series","Standard_EC96es_v5","EC96esv5 Spot"
"DZH318Z096T1/0850","0.25903","Virtual Machines Esv5 Series Windows","Standard_E16-8s_v5","E16-8s v5 Spot"
"DZH318Z0CM93/002S","3.312","Virtual Machines Dasv4 Series Windows","Standard_D32as_v4","D32as v4"
"DZH318Z0CM94/001S","3.312","Virtual Machines Dav4 Series Windows","Standard_D32a_v4","D32a v4"
"DZH318Z093WX/0167","0.1","Virtual Machines Eadsv5 Series Windows","Standard_E2ads_v5","E2ads v5 Low Priority"
"DZH318Z0D1L7/00WH","4.864","Virtual Machines Ev4 Series","Standard_E64_v4","E64 v4"
"DZH318Z0BPVL/014N","0.720461","Virtual Machines Dv3 Series Windows","Standard_D64_v3","D64 v3 Spot"
"DZH318Z0CSHL/008D","0.243","Virtual Machines Esv4 Series","Standard_E16-8s_v4","E16-8s v4 Low Priority"
"DZH318Z0BQ4W/04FQ","0.3248","Virtual Machines MS Series","Standard_M32ts","M32ts Spot"
"DZH318Z0K805/006H","2.208","Virtual Machines DCesv5 Series","Standard_DC96es_v5","DC96esv5 Spot"
"DZH318Z0BXNG/009L","0.947894","Virtual Machines HBS Series Windows","Standard_HB60-15rs","HB60-15rs Spot"
"DZH318Z0BX63/0250","9.59","Virtual Machines MSv2 Series Windows","Standard_M128s_v2","M128s_v2 Low Priority"
"DZH318Z0K9JH/0064","0.346","Virtual Machines Basv2 Series","Standard_B8as_v2","B8as v2"
"DZH318Z09B6C/001S","0.088587","DCasv5-series Linux","Standard_DC4as_v5","Standard_DC4as_v5 Spot"
"DZH318Z0K805/0069","0.46","Virtual Machines DCesv5 Series","Standard_DC8es_v5","DC8esv5"
"DZH318Z08M9L/00JJ","0.621","Virtual Machines Dlsv5 Series","Standard_D64ls_v5","D64ls v5 Low Priority"
"DZH318Z0BQNL/0027","3.08","Virtual Machines G Series Windows","Standard_G3","G3"
"DZH318Z0BQPT/0043","3.08","Virtual Machines GS Series Windows","Standard_GS3","GS3"
"DZH318Z09LR4/0004","0.044226","Virtual Machines Ebsv5 Series Windows","Standard_E2bs_v5","Standard_E2bs_v5 Spot"
"DZH318Z092SF/0048","0.0218","Virtual Machines Dpdsv5 Series","Standard_D4pds_v5","Standard_D4pds_v5 Spot"
"DZH318Z0K9JK/006J","0.136","Virtual Machines Bpsv2 Series","Standard_B4pls_v2","B4pls v2"
"DZH318Z08M9Q/00RV","0.53","Virtual Machines Edv5 Series Windows","Standard_E4d_v5","Standard_E4d_v5"
"DZH318Z09LQP/004L","0.637","Virtual Machines Ebdsv5 Series","Standard_E32bds_v5","Standard_E32bds_v5 Low Priority"
"DZH318Z0K7X5/0095","5.856","Virtual Machines ECesv5 Series Windows","Standard_EC48es_v5","EC48esv5"
"DZH318Z096SR/02F2","0.063414","Virtual Machines Esv5 Series","Standard_E8s_v5","E8s v5 Spot"
"DZH318Z092SB/0092","0.589","Virtual Machines Dpsv5 Series Windows","Standard_D16ps_v5","Standard_D16ps_v5 Low Priority"
"DZH318Z0K9JF/0219","0.0684","Virtual Machines Basv2 Series Windows","Standard_B4als_v2","B4als v2 Spot"
"DZH318Z0K801/005C","0.173","Virtual Machines ECedsv5 Series","Standard_EC2eds_v5","EC2edsv5"
"DZH318Z09B6B/0034","0.784","DCasv5-series Windows","Standard_DC8as_v5","Standard_DC8as_v5"
"DZH318Z0BXNG/0013","0.947894","Virtual Machines HBS Series Windows","Standard_HB60rs","HB60rs Spot"
"DZH318Z0BPW4/008F","0.593","Virtual Machines DS Series Windows","Standard_DS3","DS3"
"DZH318Z0BPVW/0049","0.593","Virtual Machines D Series Windows","Standard_D3","D3"
"DZH318Z0BPVN/02HZ","0.026762","Virtual Machines ESv3 Series Windows","Standard_E2s_v3","E2s v3 Spot"
"DZH318Z092SD/00BK","0.184","Virtual Machines Dpsv5 Series","Standard_D4ps_v5","Standard_D4ps_v5"
"DZH318Z0K804/002W","0.8704","Virtual Machines DCedsv5 Series","Standard_DC32eds_v5","DC32edsv5 Spot"
"DZH318Z08MBM/0004","9.617878","Virtual Machines NDamsr A100 v4 Series Linux","Standard_ND96amsr_A100_v4","Standard_ND96amsr_A100_v4 Spot"
"DZH318Z09B66/001D","0.916","ECasv5-series Windows","Standard_EC20as_v5","Standard_EC20as_v5 Low Priority"
"DZH318Z092S8/0058","0.171","Virtual Machines Epsv5 Series Windows","Standard_E4ps_v5","Standard_E4ps_v5 Low Priority"
"DZH318Z0BP44/0012","1.779","Virtual Machines LSv2 Series Windows","Standard_L32s_v2","L32s v2 Low Priority"
