"skuId","retailPrice","productName","armSkuName","skuName"
"DZH318Z0BXNZ/0004","2.964","Virtual Machines HBS Series","Standard_HB60rs","HB60rs"
"DZH318Z096SN/0376","0.866107","Virtual Machines Edsv5 Series","Standard_E96-48ds_v5","E96-48ds v5 Spot"
"DZH318Z0K804/003B","4.352","Virtual Machines DCedsv5 Series","Standard_DC64eds_v5","DC64edsv5"
"DZH318Z0BXNH/009P","2.457","Virtual Machines HCS Series Windows","Standard_HC44-16rs","HC44-16rs Low Priority"
"DZH318Z093XK/016R","0.183","Virtual Machines Easv5 Series Windows","Standard_E4-2as_v5","E4-2as v5 Low Priority"
"DZH318Z08W0T/001Z","0.0832","Virtual Machines Dasv5 Series","Standard_D16as_v5","Standard_D16as_v5 Spot"
"DZH318Z08MC6/006R","3.264","Virtual Machines Ddsv5 Series","Standard_D48ds_v5","Standard_D48ds_v5"
"DZH318Z0BXNJ/0003","18.03","Virtual Machines NDSv2 Series","Standard_ND40s_v2","NDmr40s v2"
"DZH318Z0CP07/005R","0.414","Virtual Machines Dsv4 Series Windows","Standard_D4s_v4","D4s v4"
"DZH318Z08W0T/0024","0.832","Virtual Machines Dasv5 Series","Standard_D16as_v5","Standard_D16as_v5"
"DZH318Z09B68/004L","1.096","ECasv5-series Linux","Standard_EC16as_v5","Standard_EC16as_v5"
"DZH318Z0D1LH/00TJ","0.424424","Virtual Machines Edv4 Series Windows","Standard_E32d_v4","E32d v4 Spot"
"DZH318Z0CHL7/000S","1.042","Virtual Machines NP Series Windows","Standard_NP10s","NP10s Low Priority"
"DZH318Z0BDL6/006N","0.416","Virtual Machines DCasccv5 Series","Standard_DC8as_cc_v5","Standard_DC8as_cc_v5"
"DZH318Z09LR5/000R","8.544","Virtual Machines Ebsv5 Series","Standard_E96bs_v5","Standard_E96bs_v5"
"DZH318Z09B6B/001M","2.509","DCasv5-series Windows","Standard_DC64as_v5","Standard_DC64as_v5 Low Priority"
"DZH318Z0BPT4/008D","0.56","Virtual Machines G Series","Standard_G4","G4 Spot"
"DZH318Z0CP07/004X","0.662","Virtual Machines Dsv4 Series Windows","Standard_D16s_v4","D16s v4 Low Priority"
"DZH318Z0BPX4/000Z","6.38","Virtual Machines NDS Series Windows","Standard_ND12s","ND12s"
"DZH318Z0BX5L/06FQ","79.75","Virtual Machines MSv2 Series","Standard_M416s_8_v2","Standard_M416s_8_v2"
"DZH318Z0BQ4W/0173","0.4302","Virtual Machines MS Series","Standard_M8-2ms","M8-2ms Low Priority"
"DZH318Z0BQ4W/00GW","0.4302","Virtual Machines MS Series","Standard_M8ms","M8ms Low Priority"
"DZH318Z0BQ4W/01DQ","0.4302","Virtual Machines MS Series","Standard_M8-4ms","M8-4ms Low Priority"
"DZH318Z0BPW1/009M","0.23","Virtual Machines Av2 Series Windows","Standard_A8_v2","A8 v2 Low Priority"
"DZH318Z0BPW4/0048","0.279","Virtual Machines DS Series Windows","Standard_DS11","DS11"
"DZH318Z0BPVW/001N","0.279","Virtual Machines D Series Windows","Standard_D11","D11"
"DZH318Z0BDL7/007K","0.694","Virtual Machines DCadsccv5 Series Windows","Standard_DC16ads_cc_v5","Standard_DC16ads_cc_v5 Low Priority"
"DZH318Z0BDCH/006W","1.5168","Virtual Machines ECadsccv5 Series","Standard_EC48ads_cc_v5","Standard_EC48ads_cc_v5 Spot"
"DZH318Z0CSHL/00BP","0.122","Virtual Machines Esv4 Series","Standard_E8s_v4","E8s v4 Low Priority"
"DZH318Z0BPW8/002F","1.501","Virtual Machines H Series Windows","Standard_H16r","H16r Low Priority"
"DZH318Z09B6B/001N","2.671245","DCasv5-series Windows","Standard_DC64as_v5","Standard_DC64as_v5 Spot"
"DZH318Z08M9F/008B","0.030256","Virtual Machines Ddv5 Series Windows","Standard_D2d_v5","Standard_D2d_v5 Spot"
"DZH318Z0D1L4/00JD","0.046","Virtual Machines Dv4 Series","Standard_D4_v4","D4 v4 Low Priority"
"DZH318Z0K801/005Z","0.5536","Virtual Machines ECedsv5 Series","Standard_EC16eds_v5","EC16edsv5 Spot"
"DZH318Z092S1/006J","1.085","Virtual Machines Dplsv5 Series Windows","Standard_D32pls_v5","Standard_D32pls_v5 Low Priority"
"DZH318Z096SN/037L","0.036088","Virtual Machines Edsv5 Series","Standard_E4-2ds_v5","E4-2ds v5 Spot"
"DZH318Z0CM2D/022M","0.973","Virtual Machines Easv4 Series","Standard_E64-32as_v4","E64-32as_v4 Low Priority"
"DZH318Z093WX/016L","4.8","Virtual Machines Eadsv5 Series Windows","Standard_E96ads_v5","E96ads v5 Low Priority"
"DZH318Z0BPW8/000G","5.027","Virtual Machines H Series Windows","Standard_H16mr","H16mr"
"DZH318Z0CP07/004C","3.312","Virtual Machines Dsv4 Series Windows","Standard_D32s_v4","D32s v4"
"DZH318Z0CSHH/0067","0.091291","Virtual Machines Ddsv4 Series Windows","Standard_D8ds_v4","D8ds v4 Spot"
"DZH318Z08LV1/00HG","3.735","Virtual Machines MdSv2 Series","Standard_M128ds_v2","M128ds_v2 Low Priority"
"DZH318Z0BXNX/001C","0.459569","Virtual Machines HCS Series","Standard_HC44rs","HC44rs Spot"
"DZH318Z0BQPW/02RG","0.292425","Virtual Machines DSv2 Series Windows","Standard_DS15_v2","DS15 v2 Spot"
"DZH318Z0K806/000B","3.9744","Virtual Machines DCesv5 Series Windows","Standard_DC96es_v5","DC96esv5 Spot"
"DZH318Z09LR5/0081","0.0356","Virtual Machines Ebsv5 Series","Standard_E2bs_v5","Standard_E2bs_v5 Low Priority"
"DZH318Z08W2P/0039","0.868","Virtual Machines Dadsv5 Series Windows","Standard_D8ads_v5","Standard_D8ads_v5"
"DZH318Z0BQ35/00Q0","0.024","Virtual Machines BS Series","Standard_B1ms","B1ms"
"DZH318Z0K7X6/0030","0.73","Virtual Machines ECesv5 Series","Standard_EC48es_v5","EC48esv5 Low Priority"
"DZH318Z08NR0/001V","2.76","DCsv3 Series Linux","Standard_DC24s_v3","standard_DC24s_v3"
"DZH318Z093XK/0164","0.06103","Virtual Machines Easv5 Series Windows","Standard_E4-2as_v5","E4-2as v5 Spot"
"DZH318Z08M9Q/00K4","6.36","Virtual Machines Edv5 Series Windows","Standard_E48d_v5","Standard_E48d_v5"
"DZH318Z0BQ4W/04B5","0.86044","Virtual Machines MS Series","Standard_M32-8ms","M32-8ms Spot"
"DZH318Z08MC5/00CT","0.0912","Virtual Machines Ddsv5 Series Windows","Standard_D2ds_v5","Standard_D2ds_v5 Low Priority"
"DZH318Z0BDL4/001H","0.392","Virtual Machines DCasccv5 Series Windows","Standard_DC4as_cc_v5","Standard_DC4as_cc_v5"
"DZH318Z08M9V/00M6","1.325","Virtual Machines Dv5 Series Windows","Standard_D32_v5","Standard_D32_v5 Low Priority"
"DZH318Z096SR/02G8","0.122","Virtual Machines Esv5 Series","Standard_E8-2s_v5","E8-2s v5 Low Priority"
"DZH318Z096SR/02F1","0.122","Virtual Machines Esv5 Series","Standard_E8s_v5","E8s v5 Low Priority"
"DZH318Z096SR/02DG","0.122","Virtual Machines Esv5 Series","Standard_E8-4s_v5","E8-4s v5 Low Priority"
"DZH318Z0BDL7/007J","1.736","Virtual Machines DCadsccv5 Series Windows","Standard_DC16ads_cc_v5","Standard_DC16ads_cc_v5"
"DZH318Z08M9R/00JR","0.288702","Virtual Machines Edv5 Series","Standard_E32d_v5","Standard_E32d_v5 Spot"
"DZH318Z0BQ4X/005L","0.776","Virtual Machines FSv2 Series","Standard_F16s_v2","F16s v2"
"DZH318Z092S1/006R","0.678","Virtual Machines Dplsv5 Series Windows","Standard_D8pls_v5","Standard_D8pls_v5"
"DZH318Z096SN/037D","0.288702","Virtual Machines Edsv5 Series","Standard_E32ds_v5","E32ds v5 Spot"
"DZH318Z09B60/0039","4.892","ECadsv5-series Windows","Standard_EC96iads_v5","Standard_EC96iads_v5 Low Priority"
"DZH318Z0CSHH/005H","0.182582","Virtual Machines Ddsv4 Series Windows","Standard_D16ds_v4","D16ds v4 Spot"
"DZH318Z09B68/001N","0.274","ECasv5-series Linux","Standard_EC20as_v5","Standard_EC20as_v5 Low Priority"
"DZH318Z0BQ4W/00L8","1.2996","Virtual Machines MS Series","Standard_M64ls","M64ls Low Priority"
"DZH318Z093X0/015N","0.0316","Virtual Machines Eadsv5 Series","Standard_E4-2ads_v5","E4-2ads v5 Spot"
"DZH318Z0CSHL/00D5","0.030491","Virtual Machines Esv4 Series","Standard_E4-2s_v4","E4-2s v4 Spot"
"DZH318Z09B6B/002R","0.627","DCasv5-series Windows","Standard_DC16as_v5","Standard_DC16as_v5 Low Priority"
"DZH318Z0CSHL/0062","0.365894","Virtual Machines Esv4 Series","Standard_E48s_v4","E48s v4 Spot"
"DZH318Z0BQM3/002M","0.298","Virtual Machines LSv2 Series","Standard_L16s_v2","L16s v2 Low Priority"
"DZH318Z0CM92/017B","3.123","Virtual Machines Easv4 Series Windows","Standard_E64-16as_v4","E64-16as_v4 Low Priority"
"DZH318Z0K7D1/017N","0","Virtual Machines Mdsv3 Medium Memory Series Windows","Standard_M176ds_3_v3","Standard_M176ds_3_v3"
"DZH318Z0CSHL/00CS","0.060982","Virtual Machines Esv4 Series","Standard_E8-4s_v4","E8-4s v4 Spot"
"DZH318Z09B66/0035","2.198","ECasv5-series Windows","Standard_EC48as_v5","Standard_EC48as_v5 Low Priority"
"DZH318Z0BX5L/004P","11.898","Virtual Machines MSv2 Series","Standard_M416ms_v2","M416ms v2 Spot"
"DZH318Z0BDL9/000Q","3","Virtual Machines DCadsccv5 Series","Standard_DC48ads_cc_v5","Standard_DC48ads_cc_v5"
"DZH318Z08M9W/008T","1.84","Virtual Machines Dsv5 Series","Standard_D32s_v5","Standard_D32s_v5"
"DZH318Z096T1/084P","1.554182","Virtual Machines Esv5 Series Windows","Standard_E96-48s_v5","E96-48s v5 Spot"
"DZH318Z0BQ4R/04Q4","0.134528","Virtual Machines ESv3 Series","Standard_E16-8s_v3","E16-8s v3 Spot"
"DZH318Z08M9B/00GN","0.0444","Virtual Machines Dldsv5 Series","Standard_D2lds_v5","D2lds v5 Spot"
"DZH318Z0BPSN/00F7","0.999","Virtual Machines GS Series","Standard_GS5-16","GS5-16 Spot"
"DZH318Z09LR4/005S","8.64","Virtual Machines Ebsv5 Series Windows","Standard_E64bs_v5","Standard_E64bs_v5"
"DZH318Z092S2/00KN","0.2483","Virtual Machines Dplsv5 Series","Standard_D64pls_v5","Standard_D64pls_v5 Spot"
"DZH318Z09LR5/001P","0.854","Virtual Machines Ebsv5 Series","Standard_E48bs_v5","Standard_E48bs_v5 Low Priority"
"DZH318Z0BP44/001R","11.12","Virtual Machines LSv2 Series Windows","Standard_L80s_v2","L80s v2"
"DZH318Z0BP4M/0027","3.279","Virtual Machines NCSv3 Series Windows","Standard_NC12s_v3","NC12s v3 Low Priority"
"DZH318Z0CM29/0044","0.0608","Virtual Machines Eav4 Series","Standard_E8a_v4","E8a v4 Spot"
"DZH318Z08W0T/001W","0.333","Virtual Machines Dasv5 Series","Standard_D32as_v5","Standard_D32as_v5 Low Priority"
"DZH318Z093XK/015L","0.24412","Virtual Machines Easv5 Series Windows","Standard_E16-8as_v5","E16-8as v5 Spot"
"DZH318Z09B60/003X","3.270912","ECadsv5-series Windows","Standard_EC64ads_v5","Standard_EC64ads_v5 Spot"
"DZH318Z08NRP/0023","0.48","Virtual Machines Lsv3 Series Windows","Standard_L8s_v3","Standard_L8s_v3 Low Priority"
"DZH318Z0BP44/0006","5.338","Virtual Machines LSv2 Series Windows","Standard_L96s_v2","L96s v2 Low Priority"
"DZH318Z0CSHM/003X","0.109","Virtual Machines Ddsv4 Series","Standard_D8ds_v4","D8ds v4 Low Priority"
"DZH318Z0BP44/00BH","1.2232","Virtual Machines LSv2 Series Windows","Standard_L88is_v2","L88is v2 Spot"
"DZH318Z0BQ4C/02C2","0.759","Virtual Machines DSv2 Series","Standard_DS13-4_v2","DS13-4 v2"
"DZH318Z0BQ4C/00X3","0.759","Virtual Machines DSv2 Series","Standard_DS13_v2","DS13 v2"
"DZH318Z0BQ4C/0277","0.759","Virtual Machines DSv2 Series","Standard_DS13-2_v2","DS13-2 v2"
"DZH318Z0BQ34/00WV","0.759","Virtual Machines Dv2 Series","Standard_D13_v2","D13 v2"
"DZH318Z09B68/0015","0.583483","ECasv5-series Linux","Standard_EC20as_v5","Standard_EC20as_v5 Spot"
"DZH318Z093WZ/014N","0.438","Virtual Machines Easv5 Series","Standard_E32as_v5","E32as v5 Low Priority"
"DZH318Z093WX/015L","0.8","Virtual Machines Eadsv5 Series Windows","Standard_E16-8ads_v5","E16-8ads v5 Low Priority"
"DZH318Z0BDL6/0022","0.0416","Virtual Machines DCasccv5 Series","Standard_DC4as_cc_v5","Standard_DC4as_cc_v5 Low Priority"
"DZH318Z0K7B2/003C","0","Virtual Machines Msv3 Medium Memory Series Linux","Standard_M96s_2_v3","Standard_M96s_2_v3"
"DZH318Z0CSHC/007D","1.562","Virtual Machines Esv4 Series Windows","Standard_E32-8s_v4","E32-8s v4 Low Priority"
"DZH318Z08LV0/008R","9.826","Virtual Machines MdSv2 Series Windows","Standard_M128ds_v2","M128ds_v2 Low Priority"
"DZH318Z0BDL9/000P","0.4","Virtual Machines DCadsccv5 Series","Standard_DC32ads_cc_v5","Standard_DC32ads_cc_v5 Low Priority"
"DZH318Z08M9R/0072","1.661","Virtual Machines Edv5 Series","Standard_E96d_v5","Standard_E96d_v5 Low Priority"
"DZH318Z09B5X/002T","5.208","DCadsv5-series Windows","Standard_DC48ads_v5","Standard_DC48ads_v5"
"DZH318Z092S8/005C","0.214","Virtual Machines Epsv5 Series Windows","Standard_E2ps_v5","Standard_E2ps_v5"
"DZH318Z093XK/0157","1.464717","Virtual Machines Easv5 Series Windows","Standard_E96-48as_v5","E96-48as v5 Spot"
"DZH318Z0BDL7/006L","4.1664","Virtual Machines DCadsccv5 Series Windows","Standard_DC96ads_cc_v5","Standard_DC96ads_cc_v5 Spot"
"DZH318Z09B68/002R","1.447","ECasv5-series Linux","Standard_EC96ias_v5","Standard_EC96ias_v5 Low Priority"
"DZH318Z0K801/004R","2.768","Virtual Machines ECedsv5 Series","Standard_EC32eds_v5","EC32edsv5"
"DZH318Z09B6C/000V","2.126093","DCasv5-series Linux","Standard_DC96as_v5","Standard_DC96as_v5 Spot"
"DZH318Z0K9KD/00D9","0.6028","Virtual Machines Bsv2 Series Windows","Standard_B32ls_v2","B32ls v2 Spot"
"DZH318Z0BQ4C/02MX","1.518","Virtual Machines DSv2 Series","Standard_DS14-8_v2","DS14-8 v2"
"DZH318Z0BQ4C/02HB","1.518","Virtual Machines DSv2 Series","Standard_DS14-4_v2","DS14-4 v2"
"DZH318Z0BQ34/00T6","1.518","Virtual Machines Dv2 Series","Standard_D14_v2","D14 v2"
"DZH318Z0BQ4C/00TM","1.518","Virtual Machines DSv2 Series","Standard_DS14_v2","DS14 v2"
"DZH318Z0BPW8/003J","2.011","Virtual Machines H Series Windows","Standard_H16mr","H16mr Low Priority"
"DZH318Z08M9R/00PS","0.144351","Virtual Machines Edv5 Series","Standard_E16d_v5","Standard_E16d_v5 Spot"
"DZH318Z0CM92/0004","0.39","Virtual Machines Easv4 Series Windows","Standard_E8as_v4","E8as v4 Low Priority"
"DZH318Z0CM95/0002","0.39","Virtual Machines Eav4 Series Windows","Standard_E8a_v4","E8a v4 Low Priority"
"DZH318Z08NR8/003R","6.672","Lasv3 Series Windows","Standard_L48as_v3","Standard_L48as_v3"
"DZH318Z0BQ4S/00BB","0.134","Virtual Machines DS Series","Standard_DS4","DS4 Low Priority"
"DZH318Z0BQ4B/00FF","0.134","Virtual Machines D Series","Standard_D4","D4 Low Priority"
"DZH318Z0BQ4R/04PZ","0.459918","Virtual Machines ESv3 Series","Standard_E64-32s_v3","E64-32s v3 Spot"
"DZH318Z096SL/086V","1.687944","Virtual Machines Edsv5 Series Windows","Standard_E96-24ds_v5","E96-24ds v5 Spot"
"DZH318Z093XK/0169","1.464717","Virtual Machines Easv5 Series Windows","Standard_E96as_v5","E96as v5 Spot"
"DZH318Z0D1LH/00TM","4.24","Virtual Machines Edv4 Series Windows","Standard_E32d_v4","E32d v4"
"DZH318Z0CSHK/00D9","0.554","Virtual Machines Edsv4 Series","Standard_E32-16ds_v4","E32-16ds v4 Low Priority"
"DZH318Z0K9KD/00DH","0.421","Virtual Machines Bsv2 Series Windows","Standard_B8s_v2","B8s v2"
"DZH318Z08LV0/005J","3.1276","Virtual Machines MdSv2 Series Windows","Standard_M192ids_v2","M192ids_v2 Spot"
"DZH318Z0D1L4/00J2","0.46","Virtual Machines Dv4 Series","Standard_D8_v4","D8 v4"
"DZH318Z0CM92/0179","0.794854","Virtual Machines Easv4 Series Windows","Standard_E64-16as_v4","E64-16as_v4 Spot"
"DZH318Z09LR4/006D","0.108","Virtual Machines Ebsv5 Series Windows","Standard_E2bs_v5","Standard_E2bs_v5 Low Priority"
"DZH318Z0K1LG/004M","7.7312","Virtual Machines HXrs Windows","Standard_HX176-24rs","HX176-24rs Spot"
"DZH318Z096SR/02DD","0.243","Virtual Machines Esv5 Series","Standard_E16s_v5","E16s v5 Low Priority"
"DZH318Z096SR/02DZ","0.243","Virtual Machines Esv5 Series","Standard_E16-4s_v5","E16-4s v5 Low Priority"
"DZH318Z096SR/02D0","0.243","Virtual Machines Esv5 Series","Standard_E16-8s_v5","E16-8s v5 Low Priority"
"DZH318Z0CSHL/00DM","0.0608","Virtual Machines Esv4 Series","Standard_E4s_v4","E4s v4 Low Priority"
"DZH318Z092S1/0069","5.427","Virtual Machines Dplsv5 Series Windows","Standard_D64pls_v5","Standard_D64pls_v5"
"DZH318Z0CSHB/00G9","1.06","Virtual Machines Edsv4 Series Windows","Standard_E8ds_v4","E8ds v4"
"DZH318Z0BQ4R/027J","2.56","Virtual Machines ESv3 Series","Standard_E32-8s_v3","E32-8s v3"
"DZH318Z0BQ4R/00L0","2.56","Virtual Machines ESv3 Series","Standard_E32s_v3","E32s v3"
"DZH318Z0BQ4R/01J5","2.56","Virtual Machines ESv3 Series","Standard_E32-16s_v3","E32-16s v3"
"DZH318Z0BQ4L/00N8","2.56","Virtual Machines Ev3 Series","Standard_E32_v3","E32 v3"
"DZH318Z09LR5/001D","0.933005","Virtual Machines Ebsv5 Series","Standard_E64bs_v5","Standard_E64bs_v5 Spot"
"DZH318Z0CM2D/021T","0.486","Virtual Machines Easv4 Series","Standard_E32-16as_v4","E32-16as_v4 Low Priority"
"DZH318Z08M9W/008K","0.023989","Virtual Machines Dsv5 Series","Standard_D4s_v5","Standard_D4s_v5 Spot"
"DZH318Z0CM94/0011","2.65","Virtual Machines Dav4 Series Windows","Standard_D64a_v4","D64a v4 Low Priority"
"DZH318Z0CM93/0018","2.65","Virtual Machines Dasv4 Series Windows","Standard_D64as_v4","D64as v4 Low Priority"
"DZH318Z0K1LF/0011","11.232","Virtual Machines HXrs Series","Standard_HX176-24rs","HX176-24rs"
"DZH318Z0BPW5/043M","9.825","Virtual Machines MS Series Windows","Standard_M128","M128 Low Priority"
"DZH318Z08NQZ/0022","5.152","DCsv3 Series Windows","Standard_DC32s_v3","standard_DC32s_v3"
"DZH318Z08M9T/005P","0.054938","Virtual Machines Dsv5 Series Windows","Standard_D4s_v5","Standard_D4s_v5 Spot"
"DZH318Z0BX63/002L","13.811","Virtual Machines MSv2 Series Windows","Standard_M416ms_v2","M416ms v2 Spot"
"DZH318Z0D1L7/00WJ","0.487859","Virtual Machines Ev4 Series","Standard_E64_v4","E64 v4 Spot"
"DZH318Z08NRF/001X","0.902605","DCdsv3 Series Linux","Standard_DC32ds_v3","standard_DC32ds_v3 Spot"
"DZH318Z0CM29/0002","0.243","Virtual Machines Eav4 Series","Standard_E16a_v4","E16a v4 Low Priority"
"DZH318Z0CM2D/001J","0.243","Virtual Machines Easv4 Series","Standard_E16as_v4","E16as v4 Low Priority"
"DZH318Z0BX5L/02MT","2.6772","Virtual Machines MSv2 Series","Standard_M208-52s_v2","M208-52s_v2 Spot"
"DZH318Z08M9B/00GH","3.552","Virtual Machines Dldsv5 Series","Standard_D64lds_v5","D64lds v5"
"DZH318Z092SB/0090","2.355","Virtual Machines Dpsv5 Series Windows","Standard_D64ps_v5","Standard_D64ps_v5 Low Priority"
"DZH318Z093WZ/0116","0.4384","Virtual Machines Easv5 Series","Standard_E64-32as_v5","E64-32as v5 Spot"
"DZH318Z0BQ34/00QM","1.897","Virtual Machines Dv2 Series","Standard_D15_v2","D15 v2"
"DZH318Z0BQ4C/00PB","1.897","Virtual Machines DSv2 Series","Standard_DS15_v2","DS15 v2"
"DZH318Z08M9H/00K6","0.244","Virtual Machines Ev5 Series Windows","Standard_E2_v5","Standard_E2_v5"
"DZH318Z093X0/015D","0.1264","Virtual Machines Eadsv5 Series","Standard_E16-8ads_v5","E16-8ads v5 Spot"
"DZH318Z0CSHB/00B4","0.424424","Virtual Machines Edsv4 Series Windows","Standard_E32-16ds_v4","E32-16ds v4 Spot"
"DZH318Z0BPVW/00H0","0.058695","Virtual Machines D Series Windows","Standard_D12","D12 Spot"
"DZH318Z0CSHL/003W","0.487859","Virtual Machines Esv4 Series","Standard_E64s_v4","E64s v4 Spot"
"DZH318Z08Q74/002P","0.910678","Virtual Machines FX Series Windows","Standard_FX36mds","Standard_FX36mds Spot"
"DZH318Z0BPVM/00FZ","0.107","Virtual Machines Dv2 Series Windows","Standard_D2_v2","D2 v2 Low Priority"
"DZH318Z0BQPW/00QW","0.107","Virtual Machines DSv2 Series Windows","Standard_DS2_v2","DS2 v2 Low Priority"
"DZH318Z0K7B2/0031","0","Virtual Machines Msv3 Medium Memory Series Linux","Standard_M96s_1_v3","Standard_M96s_1_v3"
"DZH318Z096SN/037Q","0.288702","Virtual Machines Edsv5 Series","Standard_E32-8ds_v5","E32-8ds v5 Spot"
"DZH318Z0CM2D/022S","0.243","Virtual Machines Easv4 Series","Standard_E16-4as_v4","E16-4as_v4 Low Priority"
"DZH318Z0BPW7/001G","1.2759","Virtual Machines NCSv2 Series Windows","Standard_NC24s_v2","NC24s v2 Spot"
"DZH318Z0K9JL/00T9","0.172","Virtual Machines Bpsv2 Series Windows","Standard_B4ps_v2","B4ps v2"
"DZH318Z08M9W/0093","0.552","Virtual Machines Dsv5 Series","Standard_D48s_v5","Standard_D48s_v5 Low Priority"
"DZH318Z0BXNZ/00H6","2.964","Virtual Machines HBS Series","Standard_HB60-30rs","HB60-30rs"
"DZH318Z0D1LH/00TH","6.36","Virtual Machines Edv4 Series Windows","Standard_E48d_v4","E48d v4"
"DZH318Z0CM2D/0220","0.7296","Virtual Machines Easv4 Series","Standard_E96-24as_v4","E96-24as_v4 Spot"
"DZH318Z0BQ4K/00QB","0.192","Virtual Machines Dv3 Series","Standard_D16_v3","D16 v3 Low Priority"
"DZH318Z0BQ50/00MS","0.192","Virtual Machines DSv3 Series","Standard_D16s_v3","D16s v3 Low Priority"
"DZH318Z0BX5L/03JQ","14.181","Virtual Machines MSv2 Series","Standard_M64ms_v2","M64ms_v2"
"DZH318Z092SB/0095","0.368","Virtual Machines Dpsv5 Series Windows","Standard_D4ps_v5","Standard_D4ps_v5"
"DZH318Z092S2/00KR","0.031","Virtual Machines Dplsv5 Series","Standard_D8pls_v5","Standard_D8pls_v5 Spot"
"DZH318Z09B5Z/002N","2","DCadsv5-series Linux","Standard_DC32ads_v5","Standard_DC32ads_v5"
"DZH318Z092SC/006M","0.1608","Virtual Machines Dpdsv5 Series Windows","Standard_D16pds_v5","Standard_D16pds_v5 Spot"
"DZH318Z0K7B3/007P","0","Virtual Machines Msv3 Medium Memory Series Windows","Standard_M96s_1_v3","Standard_M96s_1_v3 Spot"
"DZH318Z0BXNW/000M","4.316","Virtual Machines PB Series","Standard_PB24s","PB24s"
"DZH318Z09B5Z/002M","6","DCadsv5-series Linux","Standard_DC96ads_v5","Standard_DC96ads_v5"
"DZH318Z08M9Q/00S8","0.265","Virtual Machines Edv5 Series Windows","Standard_E2d_v5","Standard_E2d_v5"
"DZH318Z09LQN/004R","1.164","Virtual Machines Ebdsv5 Series Windows","Standard_E8bds_v5","Standard_E8bds_v5"
"DZH318Z0BDL7/007C","2.083","Virtual Machines DCadsccv5 Series Windows","Standard_DC48ads_cc_v5","Standard_DC48ads_cc_v5 Low Priority"
"DZH318Z0BPW8/005N","0.199602","Virtual Machines H Series Windows","Standard_H8","H8 Spot"
"DZH318Z0K7X5/008M","3.123","Virtual Machines ECesv5 Series Windows","Standard_EC64es_v5","EC64esv5 Low Priority"
"DZH318Z0BPRT/00CN","0.48","Virtual Machines A Series","Standard_A4","A4"
"DZH318Z0D1MV/001W","2.65","Virtual Machines Dv4 Series Windows","Standard_D64_v4","D64 v4 Low Priority"
"DZH318Z08NRF/0017","1.306","DCdsv3 Series Linux","Standard_DC48ds_v3","standard_DC48ds_v3 Low Priority"
"DZH318Z08NR8/003V","0.911395","Lasv3 Series Windows","Standard_L48as_v3","Standard_L48as_v3 Spot"
"DZH318Z08W2R/000N","1.2","Virtual Machines Dadsv5 Series","Standard_D96ads_v5","Standard_D96ads_v5 Low Priority"
"DZH318Z0BPWJ/000C","2.665","Virtual Machines FSv2 Series Windows","Standard_F72s_v2","F72s v2 Low Priority"
"DZH318Z0BX5L/004G","2.6772","Virtual Machines MSv2 Series","Standard_M208s_v2","M208s v2 Spot"
"DZH318Z0D1L3/00VJ","1.952","Virtual Machines Ev4 Series Windows","Standard_E16_v4","E16 v4"
"DZH318Z0JD3P/001P","6.266","Ebsv5 Series Dedicated Host","Ebsv5-Type1","Ebsv5-Type1"
"DZH318Z0BQ4J/00F6","0.2065","Virtual Machines H Series","Standard_H16","H16 Spot"
"DZH318Z0BQ4W/05FF","3.73632","Virtual Machines MS Series","Standard_M128m","M128m Spot"
"DZH318Z093X0/0174","0.0316","Virtual Machines Eadsv5 Series","Standard_E4ads_v5","E4ads v5 Spot"
"DZH318Z096T1/05DZ","0.39","Virtual Machines Esv5 Series Windows","Standard_E8-2s_v5","E8-2s v5 Low Priority"
"DZH318Z096T1/05CZ","0.39","Virtual Machines Esv5 Series Windows","Standard_E8s_v5","E8s v5 Low Priority"
"DZH318Z096T1/05CR","0.39","Virtual Machines Esv5 Series Windows","Standard_E8-4s_v5","E8-4s v5 Low Priority"
"DZH318Z092QJ/00KM","0.2896","Virtual Machines Dpldsv5 Series Windows","Standard_D32plds_v5","Standard_D32plds_v5 Spot"
"DZH318Z0BQ4L/02C9","0.269056","Virtual Machines Ev3 Series","Standard_E32_v3","E32 v3 Spot"
"DZH318Z0BQ5T/002C","0.5364","Virtual Machines NCSv2 Series","Standard_NC6s_v2","NC6s v2 Low Priority"
"DZH318Z09LQP/0040","0.955","Virtual Machines Ebdsv5 Series","Standard_E48bds_v5","Standard_E48bds_v5 Low Priority"
"DZH318Z093WX/015N","3.2","Virtual Machines Eadsv5 Series Windows","Standard_E64-32ads_v5","E64-32ads v5 Low Priority"
"DZH318Z092SB/0097","2.944","Virtual Machines Dpsv5 Series Windows","Standard_D32ps_v5","Standard_D32ps_v5"
"DZH318Z0BX63/00WP","78.632","Virtual Machines MSv2 Series Windows","Standard_M416is_v2","M416is v2"
"DZH318Z0BPVW/00LH","0.124635","Virtual Machines D Series Windows","Standard_D4","D4 Spot"
"DZH318Z08LV0/0076","5.3721","Virtual Machines MdSv2 Series Windows","Standard_M192idms_v2","M192idms_v2 Spot"
"DZH318Z08M9X/00P5","0.115","Virtual Machines Dv5 Series","Standard_D2_v5","Standard_D2_v5"
"DZH318Z0BPT4/008G","0.07","Virtual Machines G Series","Standard_G1","G1 Spot"
"DZH318Z093X0/0159","0.253","Virtual Machines Eadsv5 Series","Standard_E16-4ads_v5","E16-4ads v5 Low Priority"
